frame,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_ankle_angle,right_ankle_angle,left_shoulder_angle,right_shoulder_angle,left_elbow_angle,right_elbow_angle,trunk_flexion,trunk_lateral_flexion,neck_flexion,neck_lateral_flexion,knee_angle_symmetry,hip_angle_symmetry,shoulder_angle_symmetry
13,111.40710812272377,133.5551927989559,93.38737323080635,102.65998974620788,120.49765320700212,138.49336740569512,69.38175785779195,100.90551260012943,118.24584039215198,129.99026557978314,88.11578951211419,179.49873567517506,93.95507917132949,95.35976764100076,22.148084676232116,9.272616515401538,31.523754742337474
14,117.65732559556417,135.43745050721347,94.27426583513913,104.04816400797992,122.43366847684068,141.40215910431866,69.74338117844721,100.46480752695518,118.39691102921908,128.44456769974425,87.76401547077849,179.10144475765154,94.12840861742212,95.19272892453097,17.780124911649295,9.773898172840788,30.721426348507975
15,123.17290122140115,138.55565066469399,94.7535628370854,105.51153808063859,125.47094420525302,142.49509573337585,69.13313596117766,101.48486746108775,117.90381017293556,128.24323770120324,87.61625296382635,178.8353197770222,95.09065976897894,96.04705874919141,15.382749443292838,10.75797524355319,32.35173149991009
16,131.3326238656924,141.45782189436088,95.67572012918485,105.50639412618018,131.12103644688275,146.2827992177837,68.01467854673767,101.63287356749578,121.2564534638,126.41469637122644,87.58358104795443,179.21962745928354,95.24351844249634,95.34285137015408,10.125198028668478,9.83067399699533,33.61819502075811
17,130.25217553422462,138.36183701418145,95.55932208507669,105.5319471842967,136.9224887286315,142.88695198445106,67.66122933733075,101.50515387964545,120.78856732684645,128.0048157637013,87.4335542331593,179.26416257972593,94.91003886589074,94.32205327518103,8.109661479956827,9.97262509922001,33.843924542314696
18,129.6377037058412,129.1672648070338,95.58540333390908,105.24063638901067,131.5319523717166,134.74956110870346,68.89187025883255,101.51632227223051,113.23072204650886,124.7073432285131,87.57139212396325,179.3869009412305,94.46499112469259,93.98271801790865,0.47043889880740153,9.65523305510159,32.624452013397956
19,127.05182015074031,123.62499281360158,94.91897701125178,104.82928425709707,127.80234489616184,124.72422836380319,69.03680169982243,102.43382101846167,114.23760689263173,125.71764897324182,87.75805175911758,179.56755273429783,93.51906131467804,92.5019784490523,3.4268273371387323,9.910307245845289,33.39701931863924
20,124.07086357892267,125.1309363796111,94.19735250353898,104.34962667210368,122.79412007183127,120.14180862315517,70.99066870254956,103.45230192131255,116.64787030228081,129.37532191270677,88.22599518226774,179.7827829424802,92.52557543796017,90.67574631233103,1.060072800688431,10.152274168564702,32.461633218763
21,113.94826869867327,117.24107024794418,93.00238618607371,104.17759739326188,112.80434605584038,116.49791790119998,70.89541648977149,103.87408900652845,123.58222133449922,128.4261594583161,88.26250303046587,179.181741468192,91.83999403862573,89.09932796038224,3.292801549270905,11.17521120718817,32.97867251675696
22,121.3541306359293,126.19765713628291,92.84039779753861,101.18509218750033,122.21988021628684,115.70647798225396,71.11434200816196,103.94424163460417,121.97529713827645,129.3005622084112,88.61833927677358,179.16608826532746,90.99482276133477,87.7912096005653,4.843526500353619,8.344694389961717,32.82989962644221
23,124.16373312418034,129.9953344594206,92.04668355390535,98.38089455213968,125.12177715771007,117.65421402013538,71.08976462824867,106.27753352768549,125.06032690047037,128.3158747118736,88.89667466047163,179.33255490520233,89.79967499335086,86.40141087827107,5.831601335240265,6.334210998234326,35.18776889943682
24,136.04859435453287,138.16945836014557,91.85220498414735,95.78806510907698,132.6937680469514,123.0013523993988,70.79852519873768,107.71415528854473,125.64112264710161,128.9318450054683,89.20378877009983,179.51961921388505,89.37201505163918,86.12542698570006,2.1208640056127024,3.9358601249296328,36.91563008980705
25,143.63462138817482,142.58388470265552,92.37298968522875,94.2460679916344,139.68262532891904,130.03513012096226,69.48664253740988,109.63825450391565,126.91288365360167,126.5309132902628,90.13991350756238,179.89055487691837,88.51217459224642,85.26181925040476,1.050736685519297,1.8730783064056595,40.15161196650577
26,143.76466424266533,144.4940345675518,92.02488504491359,91.0113622486518,140.61273408734652,132.45826755779683,68.02103064910393,110.83408811972963,123.93321250494634,124.8229349711499,90.7413878947095,179.79172681384054,88.21318447962844,84.76158277617698,0.7293703248864745,1.0135227962617819,42.813057470625694
27,142.4071647308137,141.63628253772788,91.40743754235318,88.82041555514228,139.78844995213308,137.36701552250085,66.26096584077175,112.06339549451334,122.37786758011937,123.27413117890686,91.70333611007247,179.29320498321508,87.74447862100077,83.76783571096763,0.7708821930858107,2.5870219872109033,45.8024296537416
28,146.29357654988533,142.32676758893788,91.20524872841042,86.75122726455577,138.28180664861975,136.89912493813256,65.3095058759953,112.41203987957189,124.51786645761864,122.83288966390276,92.1448806188515,179.60541510673573,87.20727064147641,83.37821191258014,3.9668089609474464,4.454021463854659,47.102534003576594
29,137.80756911813327,133.86140274833105,91.16668617500879,86.2905139171347,130.99767791389522,134.96320109266105,66.75134015706223,112.38590428199251,104.77337076282848,111.16530193075157,92.46028698133253,179.36335725650105,87.86675356358715,84.04978415479526,3.946166369802228,4.876172257874089,45.63456412493028
30,137.1929876137463,134.68601231720675,90.69031421208099,85.89839749838876,131.05718197084929,138.7754306425747,68.28160574344939,111.96041084544588,107.54485504178015,115.06497145924605,93.02244169606877,179.04206020088426,87.95316920577476,85.22533126522333,2.506975296539565,4.791916713692231,43.67880510199649
31,138.28543586399374,136.80206130260956,91.40520203131719,86.00828262875004,131.93975791912618,138.0267091771092,69.44010178853414,111.54155890551942,110.86400126204465,115.28787931998957,93.12518830080492,178.8430537735239,88.54666533608174,86.54580858826296,1.4833745613841813,5.39691940256715,42.10145711698529
32,142.72574102280416,141.9323860631592,91.24770710235785,86.20031712451059,135.41157444806217,141.68585254045564,70.05723854844801,110.63072155559318,118.34165317991791,118.7942234442853,93.50702394073843,178.45969178799203,88.79877846454457,87.43495991212185,0.7933549596449438,5.04738997784726,40.57348300714517
33,145.9601408239338,146.0936514487812,91.49148872846983,86.44153112291978,140.33129608102072,145.95940449690292,69.46100760362566,110.05707345950688,122.25247040702716,123.56891883028649,94.26940849649672,177.93540952618613,89.40347706897008,88.22444555586964,0.13351062484738918,5.049957605550048,40.59606585588122
34,145.4041478859655,147.1056852485625,90.73598583572799,85.99638389390972,138.35812769022726,144.59914154562793,69.58142998358285,109.67519243253375,122.36974766076499,122.41501426422562,94.23174159442158,178.02561201094068,89.94610411935487,88.53872087138164,1.7015373625970085,4.739601941818265,40.0937624489509
35,145.88797516382778,149.04556171362864,90.02512517861561,85.65862886621272,138.06300931863186,144.6078088036326,69.90167525726089,109.16652433791577,121.47198127195033,121.15647440677371,94.21144041876619,178.0722119235614,90.05963889794246,89.01930382953863,3.157586549800868,4.366496312402887,39.26484908065488
36,143.7902105635429,147.29303351818845,89.72940253169594,85.69963554152848,137.37831852257423,143.14653946034653,68.94889091924968,108.68483894273764,126.44352931639088,123.66937783556774,94.36143927676828,177.83115105173346,89.85272705585463,88.63155440449468,3.502822954645552,4.0297669901674595,39.735948023487964
37,143.8357366049594,146.13599301029967,89.52658388840983,85.48391487676496,137.3947596965172,142.27163047814264,68.97714937488581,107.90192369969229,123.40976317847117,125.17294172500903,94.4318598363676,177.74405206777956,89.7675601313404,88.53713297169318,2.3002564053402637,4.042669011644875,38.92477432480648
38,148.54274123581456,148.0761041182415,88.1704531011741,85.36060799060564,145.05067584090486,147.58481878473702,68.84735184018973,106.91648024282111,124.96899025874453,125.30380971294191,94.7048566356948,177.46803928644522,89.60509362138735,88.54758036477615,0.4666371175730717,2.8098451105684603,38.06912840263138
39,147.04344472805843,145.97585013111623,87.55042790169794,85.16427154027957,143.65353568471522,148.0321935292836,68.90303919405233,106.29132638895538,127.95511713166633,124.20261352882608,94.72230666528245,177.59051575668678,89.86604906362562,88.85736824209008,1.0675945969422003,2.3861563614183723,37.38828719490306
40,140.3892051923151,141.70439008465456,86.76326014561421,85.32915464523816,135.0969814426588,144.3266652165258,69.01650876880532,106.50283626305789,125.62337139179971,124.97263487014826,94.67500146813512,177.47861460534037,90.10551369442294,89.20770268392012,1.3151848923394596,1.4341055003760488,37.48632749425256
41,133.7303357554032,134.21004040852753,85.61597052015124,85.8232429625348,132.85957421059342,141.97252952673668,68.91303100953628,106.8265278325348,121.73441125854322,125.65715869795662,94.70655779046423,177.15188830836155,90.31486589289506,89.58845826112139,0.47970465312434385,0.20727244238356946,37.91349682299851
42,127.67098898546661,131.46292980766933,85.04460757131346,86.35163428426532,129.51064652372725,140.67603366023013,68.77638962947819,107.7347410904789,121.04458196823568,129.98729668528048,94.73497581811503,177.04982863430052,90.87298040355961,90.50667335997221,3.7919408222027187,1.3070267129518527,38.95835146100072
43,128.82589622606181,133.98697795111806,84.79175499101888,87.41043393959237,129.98996864357636,141.7170728167141,68.70670501262876,109.4134235207864,120.80134046611789,131.94551183355082,94.76153126702357,176.91078967629247,91.63183671064219,91.24800601668942,5.161081725056249,2.618678948573489,40.706718508157635
44,126.02246335196595,134.03136819553308,84.65665034024963,88.1656344846555,121.55191565677094,143.3134622288212,69.60579340596752,109.78617758468533,113.56748667317073,131.39514553585252,94.6287293546954,176.25784809010096,91.79393011281216,90.87203582871715,8.008904843567123,3.508984144405872,40.180384178717816
45,122.62189583643585,132.53646400392245,85.15428569751951,89.1614713143403,119.6891905111141,144.25993670358258,71.17734472382868,110.60578166207388,108.79694249958837,128.9084990952525,94.40136280722056,176.02780412545027,91.15437702307491,90.28908155976079,9.914568167486593,4.0071856168207916,39.4284369382452
46,121.06456941788986,130.64316924602838,85.20432836163661,89.34749470800747,120.4831344342943,142.28806134667673,71.89723252507089,111.60666250520408,111.14485313992562,128.7410575450713,93.21979366781109,176.75650866060295,90.32066042677279,89.65563287864595,9.578599828138522,4.143166346370862,39.709429980133194
47,116.01714807223925,128.0352859465673,85.96618815769844,89.74369071320386,119.95027009137058,140.34839408569712,73.38610472804062,111.3015784791874,106.10837089454009,126.09212141531317,92.28030987524373,177.75868340164445,89.72152900426087,89.95502454555674,12.018137874328062,3.7775025555054214,37.91547375114678
48,121.45257789802919,131.11164904800464,88.60878541491394,89.3333171998723,124.9598072824465,141.98891233689224,73.32656593622858,111.09607430115497,107.37660449514304,122.2372983302815,91.34378590995307,178.7346395740959,89.2385803307113,88.60042458909868,9.659071149975446,0.7245317849583586,37.769508364926395
49,130.34484333231342,136.33512556994708,90.0367149326725,88.66310193198812,129.2601563076101,145.70065041058913,73.98238527422689,112.20831907258007,105.58678217656859,121.85945687732091,90.08090263088339,179.99254315348074,88.76763932064888,88.50447877705069,5.990282237633664,1.3736130006843723,38.22593379835318
50,139.5571339842785,144.70869995396274,91.19316385969063,89.24627576058184,132.88870895823808,153.3356412909722,75.18933628873528,113.54952429946736,106.2965917977599,123.01316820441637,89.63253531064593,179.6377989333279,88.69682619594009,87.97660761992755,5.151565969684242,1.94688809910879,38.36018801073209
51,145.46061167851752,151.92138088361173,91.906123992266,89.50004302791051,136.13135305711293,160.12458519712834,75.06407046583823,113.57252190306286,112.66271440914848,124.18371432245272,88.4161916292725,178.90804758658814,89.17695517627564,88.33925700502411,6.460769205094209,2.406080964355496,38.508451437224636
52,144.68575557661094,149.48372973091804,92.12444232575669,89.84724442585889,135.9299446029041,158.67334523160224,75.24696041690986,112.72819927015857,111.58051712543948,123.7012709606969,87.30058656483321,178.21232441121137,89.26823560089231,87.75093386349302,4.797974154307099,2.2771978998978,37.48123885324871
53,142.03800878357293,148.08331410512287,92.40603456839251,89.80048147119344,135.38497965361998,157.97911560416972,74.86860397779536,110.84297361134689,104.52554720178028,118.8864389685201,86.96963100236074,177.93980325026095,88.6076753820088,86.29078687080377,6.045305321549932,2.6055530971990777,35.97436963355153
54,143.78467680499583,146.34735338612876,92.58204174940585,90.11281287928671,137.98004259777582,155.65365660099965,75.83049428964193,109.39807738027055,102.5429699501488,115.68643519206343,86.65818536667628,177.59310631003157,88.51010914411974,85.18386045851831,2.5626765811329335,2.4692288701191387,33.56758309062862
55,143.23174524062824,148.6501046426965,92.9123615863751,91.11624469843176,137.9478515940432,159.52146888845823,77.28959238549139,108.45489435685425,101.31055359566263,116.67928942852905,86.40321496375333,177.26538994881645,88.35754485507496,84.55939953552321,5.418359402068262,1.7961168879433416,31.165301971362865
56,144.52866201710768,149.87286470303118,93.38467619824013,91.50270561511851,141.70240301444116,159.91670906069663,77.91867200030721,106.98464345977997,105.5461335371315,115.2268848439115,85.98060879016425,177.09676839455827,87.55330337096201,83.86492436205128,5.344202685923506,1.881970583121614,29.065971459472763
57,145.2442031199601,148.27385172142428,94.04611084952103,92.5161425038405,142.33055180866268,157.8198582156837,78.22157626513321,106.402805975164,109.80781812449051,116.94051118434379,86.22863912016977,177.56462346158767,86.55487438099593,83.1498700960423,3.0296486014641744,1.5299683456805298,28.18122971003079
58,147.32016085145062,150.30896245611285,94.44398548522798,93.255076988063,144.4905934313011,159.60563189377785,78.10523626681407,106.08402265584138,116.46308281635665,131.6437565806352,86.22807397907435,177.79113903971754,85.93847248495207,82.87028986670613,2.9888016046622283,1.188908497164988,27.978786389027306
59,149.0151326665829,149.34670702582795,94.50609276978679,93.87013644318547,146.33676266927952,158.43151369717003,78.10855733014833,105.80837142042087,117.54939327134659,131.9134848527109,86.26052626948177,177.9737941848072,85.76205138957725,82.9064311831466,0.3315743592450531,0.6359563266013168,27.69981409027254
60,150.89299724709795,149.73609126718927,94.53177179827274,94.78154317157292,148.57286670919254,158.79404811143053,78.30072233927925,106.16869334001605,117.63738637556018,131.49988269379324,86.0213163142793,177.98252110279483,86.26373194441064,83.49581006092517,1.1569059799086858,0.2497713733001774,27.8679710007368
61,153.11936029029405,152.47531881948413,94.9913664090546,96.20729943058768,155.0152768944516,161.11598159471203,77.7052327845955,106.29172962321287,126.203988702774,133.75190525617583,85.96255123425517,178.12588604840147,85.78473005718415,83.47057325954601,0.644041470809924,1.2159330215330755,28.58649683861738
62,152.21955978954972,153.19336064042977,95.43944183445778,97.9588565468011,155.6992651297813,161.8509428169158,77.52750626801196,106.44843288415551,127.94838915021057,132.7564450159849,85.76633599472696,178.25273926029942,85.82924401465931,83.60829368749745,0.9738008508800533,2.5194147123433197,28.920926616143547
63,150.49934766624952,153.62840186452587,95.69927259591645,97.89366935304531,153.1848268530528,160.9927423389838,77.37944538326555,106.58478945395376,126.0267531924258,130.47804558439273,85.58866558652353,178.3395589355086,85.95378432093698,83.38319041185866,3.12905419827635,2.1943967571288567,29.205344070688213
64,152.88529975172847,155.03854122755376,95.16102651060298,98.40715260631306,155.8474226917945,160.228535251189,76.41926473832241,106.44881571599099,128.23959868397841,133.3819128283704,85.64467231740127,178.45680057442794,85.2312044045314,82.9534440699333,2.153241475825297,3.246126095710082,30.029550977668578
65,153.01418169805635,156.30379286272623,94.48723160301483,99.43520505381652,155.5378504281768,159.3158284698742,75.79661246048394,106.10598903237853,126.79435952724184,133.38032159522112,85.77458339393795,178.5257426117798,85.33454303780827,82.68214268211923,3.2896111646698785,4.947973450801683,30.30937657189459
66,150.96808828127627,152.78397622480583,93.56437264497602,101.3380350391677,153.10180466870165,157.10628237624735,74.81291500004438,105.91359372231817,132.19922544366977,137.98072106705825,86.07789048587915,178.85745576963322,85.67086095372125,82.12667731856891,1.8158879435295603,7.773662394191689,31.100678722273784
67,149.81675923409358,151.65275202386647,92.87342185820683,103.39985479243768,152.1289695919303,157.67057354365545,74.31302800494788,107.49309684144326,129.11241774906443,136.32401246714176,86.46419625665584,179.36373297551276,86.45996291663263,82.4871946291028,1.835992789772888,10.526432934230854,33.18006883649538
68,146.93807975547927,148.70048248997384,91.19281817975539,105.37800871802163,149.39372131344223,155.51987399325816,73.70480010643132,108.41631087806716,121.74707206937524,132.38528351508762,86.6910322308375,179.62198650941764,86.04882874448991,81.27891818113294,1.7624027344945716,14.18519053826624,34.711510771635844
69,144.18306361227482,147.66794622524338,88.46966306708138,106.95584344973008,147.91631756406045,155.65179768141041,72.51126266426787,109.09162583314136,121.45566052721296,130.5410053054043,86.90784855318422,179.7381163220517,85.16275126936787,80.23705119987056,3.484882612968562,18.486180382648698,36.58036316887349
70,142.32707626942306,145.73490088951263,87.01886729632726,108.66913595458101,145.18394888629078,156.72123422483068,71.21351068897717,110.21042014805727,124.7104272251237,133.65507065496016,87.74128553830079,179.7064153728078,83.76443688787295,78.83854501903741,3.4078246200895705,21.65026865825375,38.9969094590801
71,144.9078494741566,146.73102030558803,85.99110420315827,109.61001392949481,145.3015464070631,154.40437130549245,70.69280663618483,113.14504147490487,122.83601270410277,136.12704766538508,88.27068219954103,179.5926072139777,83.68130657792184,79.06500736636653,1.8231708314314403,23.61890972633654,42.452234838720045
72,142.0005230617286,142.53335310296788,84.45376220455775,111.49919178389501,144.37661874825437,148.50757858810599,70.04247429125965,113.49561548834825,121.39949037578707,135.99358606219627,89.04465315756542,179.94844912461573,82.86432741996329,78.9263490192591,0.5328300412392935,27.045429579337267,43.4531411970886
73,111.45154213051781,134.5309163982732,81.16053026662517,110.20441314228718,137.23295932176606,146.35995814271126,68.74623897181333,116.07217082763863,119.82283345995931,134.6236540443828,88.21952795235617,178.74693254522492,83.43989750546986,79.06584650163909,23.079374267755398,29.043882875662007,47.3259318558253
74,91.98566492359045,127.8926686988127,78.59302314018754,106.90115171139782,130.6882734125679,141.57705005408823,65.7187409794018,119.88028776713347,111.06376619849176,124.25895901703778,87.17121431235294,177.78960994863536,83.2115533859685,77.80829396881593,35.90700377522225,28.308128571210275,54.161546787731666
75,92.95106320640397,121.88061343099423,75.17083824441946,105.25008226341306,124.03099318465557,134.84561352968566,58.50735377250143,125.40244110234656,98.19366643641848,119.20176655202012,85.94088530673034,177.23949771499966,84.45164735536818,78.22505696829995,28.92955022459026,30.079244018993606,66.89508732984513
76,89.21618848389915,121.62117540384854,75.3629054357706,105.81870479846847,126.15011797652475,136.53083549417426,54.05125592256636,126.47821981351495,113.18061684082983,119.70283636572537,85.62967854603211,176.97053970810197,84.7268490868158,78.17256868447276,32.404986919949394,30.455799362697874,72.4269638909486
77,87.6092569026374,115.04428686762452,76.18257126631158,106.97688703679941,129.0994869422074,136.06038959698589,55.29413108270909,118.8609240857257,130.68842666382784,139.6111778142528,85.60691623366687,176.84164175326984,84.66884939875055,78.9210580640873,27.435029964987123,30.794315770487827,63.566793003016606
78,77.06697547807202,100.3961648052753,76.84063348015424,108.48993996677905,124.09852798378685,131.30022495751376,58.99604250661136,123.41033082615037,135.01951940692965,125.38730140906658,85.23875140652675,176.41511503172453,85.11564315284019,79.05482134015642,23.32918932720328,31.64930648662481,64.41428831953901
79,84.26830988850587,95.6467660024718,74.59348169137559,106.47598194352176,131.5003902450239,137.7316427507328,53.48531501576283,125.58571626704938,127.8480978657772,118.25313027531455,85.01847236801375,176.08816404421052,85.75669704542395,78.87451913714118,11.378456113965925,31.882500252146173,72.10040125128654
80,68.53050364474063,97.41450959300317,72.3024549900617,108.39820735557487,125.54920196469857,135.94804841386556,47.40436179713651,130.66813581662558,119.50807688699416,103.4866211667444,84.63548462076854,175.9423450325994,85.51106582257809,79.04277166594224,28.88400594826254,36.095752365513164,83.26377401948906
81,71.39871988827512,108.62968337101654,67.22379053494245,109.84353777725433,128.67526504104842,139.22949618452802,48.124714055261855,130.51915917073123,126.14589243050796,109.03082682206741,84.47662551258337,175.7185622538408,85.83259402576132,78.12503257956827,37.230963482741416,42.619747242311874,82.39444511546938
82,63.202193583460044,104.51250956500807,65.80481869947162,110.10954620181141,126.93142347028042,133.87427671080113,43.93657310680794,131.4688214529627,123.09000500395693,111.7840010071683,84.96701483422873,175.71488654183318,85.55868385631126,77.18742134033678,41.31031598154803,44.30472750233979,87.53224834615474
83,62.42340081259818,105.46110425447817,62.32804873435329,111.7028613395976,127.41881606507044,129.1075868506718,41.14605561802482,131.4940381828096,122.92803563357334,110.2043104198574,85.17179046022255,175.45612022989891,84.20937198331447,76.00755524897957,43.03770344187999,49.374812605244315,90.34798256478477
84,64.11420978676807,109.00947386220224,59.53652909657922,115.71308266534687,131.2549783672754,119.05306157359328,32.73076078078102,134.12958928717512,116.66071989249564,105.08002641790304,84.83514184466426,175.85989408695121,84.16795643388231,74.9531658489412,44.89526407543417,56.17655356876765,101.3988285063941
85,62.49988088378639,105.28929975296809,58.92404704045477,118.76404607508908,131.34378269925986,110.73106967681072,20.041131457914297,133.04466470751015,104.23422821150433,108.90867494250755,85.49517437233183,174.47858247013505,83.61290955382138,74.0331072711671,42.7894188691817,59.83999903463432,113.00353324959585
86,66.12115229356317,87.65676084301641,57.63176209034773,115.54100891871282,135.91405880104,103.1647104141368,14.877628964653795,133.25185959779995,106.27842660752205,116.91219105977405,86.2306507073481,173.63388071680848,83.39932234175029,72.56571543152162,21.535608549453244,57.90924682836509,118.37423063314615
87,71.04128603329747,95.40732291081491,60.53783551610061,118.15588452312421,143.6651077081889,99.90486136151053,26.02592218176071,131.62887600291052,126.62594917330944,133.7182384225818,86.34539218066017,172.59957353273893,81.68120385123305,70.90329537222513,24.366036877517445,57.61804900702361,105.60295382114981
88,80.5264371896237,83.9820632254933,53.00414546820741,115.84527209134217,147.33270206101295,93.58534792792602,14.793327872933927,136.2888937790415,130.7572103861409,146.05428140201167,85.69301145069089,169.7668708022162,79.8049701695002,70.32419741849355,3.4556260358695994,62.841126623134755,121.49556590610757
89,90.305354538814,79.87358439967443,42.00214207805954,116.79664874583925,158.81396319812896,90.47895603023682,14.793688117554543,161.61236999208705,140.25556401876435,168.59551815878777,85.47211433577945,169.09977972458898,78.16264073313718,69.65578877559766,10.431770139139573,74.7945066677797,146.8186818745325
90,79.88294987325033,86.31424046893152,35.35897559482131,117.30013505094493,147.4743007450683,90.82885989046396,26.50936582791066,159.8417027662323,155.8564353260039,164.98718260287575,84.21777009837483,166.7383535009628,78.77595502822847,69.32139543224872,6.43129059568119,81.94115945612361,133.33233693832162
91,59.92407321553096,80.17033461842668,51.56292414815484,117.18343660180841,132.30119524491332,104.7164420363479,19.732910750469298,162.8972316110759,148.7474963658027,158.10823442258877,83.63733987214526,168.57037536415518,74.45892430849273,67.99294862966016,20.24626140289572,65.62051245365356,143.1643208606066
92,46.95721439367664,120.76482201036106,30.02238244322238,114.17213722884092,125.75296886079971,132.9599143123785,17.66605222225215,157.22439757764292,146.67001819760787,174.52569262297675,83.69621954979785,168.57161907476336,71.59484636880755,66.22861115396418,73.80760761668442,84.14975478561854,139.55834535539077
93,62.24252102061543,119.73946888651078,45.773046067024616,110.62010304788991,139.14761566988886,132.56550270464987,18.43455826200784,155.95301910579266,147.69745150615842,173.18971870049612,84.06451912303798,167.68343386119096,72.06623963985014,65.95165041933159,57.49694786589535,64.84705698086529,137.51846084378482
94,56.89240232374021,108.91902502144664,49.98935972867916,109.21476427666012,134.27676803066657,127.12239636538544,20.3603801352931,155.03655298957258,148.95819528337236,175.39978556387928,85.25589535697202,168.62921457830765,73.2044601924044,66.38746405606238,52.026622697706436,59.22540454798096,134.67617285427949
95,50.22201160319572,98.10487480668955,54.82414067312797,109.88190777649282,129.32490452271077,120.06464939794357,21.10686549316723,160.57835579714248,149.68446757648903,164.30462631985728,85.88192085882115,169.95899378861728,75.34334462083602,70.80307576954074,47.882863203493834,55.05776710336485,139.47149030397526
96,50.1873219967519,94.30321672354711,54.68507089838864,110.95681110222259,129.45249467714612,114.7195952966446,19.825556043722038,157.72741721387297,152.66127367408498,159.81854464103458,86.8700503290362,170.58099985358407,74.25389319132422,71.16006718747823,44.11589472679521,56.27174020383395,137.90186117015094
97,49.03314346324404,90.92204066104355,54.090720437828544,110.66078308853392,127.20905053229731,114.37798825799763,21.16691251654342,152.87058679877376,153.8712658557382,160.7124038797772,88.21868479790749,171.4831524897359,74.00909744691963,71.16971849761418,41.888897197799515,56.570062650705374,131.70367428223034
